raw_url,normalised_url,source_export,gsc_issue,last_crawled,current_status,redirect_chain,final_url,final_status,declared_canonical,in_sitemap,current_route_exists,classification,recommended_action,priority,evidence,notes
"https://mitchchadban.com/aeo-australia-how-to-show-up-in-ai-answers","mitchchadban.com/aeo-australia-how-to-show-up-in-ai-answers","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/aeo-australia-how-to-show-up-in-ai-answers/","https://mitchchadban.com/aeo-australia-how-to-show-up-in-ai-answers/","200","https://mitchchadban.com/aeo-australia-how-to-show-up-in-ai-answers/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/aeo-australia-how-to-show-up-in-ai-answers/ (in sitemap). Redirect reaches canonical. impr=24.",""
"https://www.mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly","mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly","Coverage-Validation (2)","Page with redirect","2026-07-02","301","301>308>200 -> https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly/","https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly/","200","https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly/","yes","yes","Intentional redirect, correct","None — host/protocol canonicalisation (→ https non-www) working.","Ignore/monitor","chain=301>308>200 → https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly/. Secure canonical host reached.",""
"https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly","mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly/","https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly/","200","https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/what-to-do-when-your-google-rankings-drop-suddenly/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/best-growth-marketing-channels-for-2026-(australia)/","mitchchadban.com/best-growth-marketing-channels-for-2026-australia","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/best-growth-marketing-channels-australia-2026/","https://mitchchadban.com/best-growth-marketing-channels-australia-2026/","200","https://mitchchadban.com/best-growth-marketing-channels-australia-2026/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/best-growth-marketing-channels-australia-2026/ (in sitemap). Redirect reaches canonical. impr=6.",""
"https://mitchchadban.com/johnny-bird","mitchchadban.com/johnny-bird","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/johnny-bird/","https://mitchchadban.com/johnny-bird/","200","https://mitchchadban.com/johnny-bird/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/johnny-bird/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/biggs","mitchchadban.com/biggs","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/biggs/","https://mitchchadban.com/biggs/","200","https://mitchchadban.com/biggs/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/biggs/ (in sitemap). Redirect reaches canonical. impr=13.",""
"https://mitchchadban.com/marketing-for-engineers-how-technical-experts-win-more-clients","mitchchadban.com/marketing-for-engineers-how-technical-experts-win-more-clients","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/marketing-for-engineers-how-technical-experts-win-more-clients/","https://mitchchadban.com/marketing-for-engineers-how-technical-experts-win-more-clients/","200","https://mitchchadban.com/marketing-for-engineers-how-technical-experts-win-more-clients/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/marketing-for-engineers-how-technical-experts-win-more-clients/ (in sitemap). Redirect reaches canonical. impr=4.",""
"https://mitchchadban.com/branding-designer-(logos- -visual-identity)","mitchchadban.com/branding-designer-logos-visual-identity","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>404 -> https://mitchchadban.com/branding-designer-(logos-%20-visual-identity)/","https://mitchchadban.com/branding-designer-(logos-%20-visual-identity)/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /branding-designer-(logos- -visual-identity) → /branding-designer-logos-and-visual-identity/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/branding-designer-logos-and-visual-identity/). impr=7, pos=8.14. No redirect rule matches this variant.","Cargo ""+""→space artifact: the %2B/encoded variant redirects, but the space (%20) variant has no rule."
"https://mitchchadban.com/branding-designer-(logos- -visual-identity)/","mitchchadban.com/branding-designer-logos-visual-identity","Coverage-Validation (2)","Page with redirect","2026-07-02","404","404","https://mitchchadban.com/branding-designer-(logos-%20-visual-identity)/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/the-star-hotel","mitchchadban.com/the-star-hotel","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/the-star-hotel/","https://mitchchadban.com/the-star-hotel/","200","https://mitchchadban.com/the-star-hotel/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/the-star-hotel/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://www.mitchchadban.com/the-star-hotel","mitchchadban.com/the-star-hotel","Coverage-Validation (2)","Page with redirect","2026-07-02","301","301>308>200 -> https://mitchchadban.com/the-star-hotel/","https://mitchchadban.com/the-star-hotel/","200","https://mitchchadban.com/the-star-hotel/","yes","yes","Intentional redirect, correct","None — host/protocol canonicalisation (→ https non-www) working.","Ignore/monitor","chain=301>308>200 → https://mitchchadban.com/the-star-hotel/. Secure canonical host reached.",""
"https://mitchchadban.com/seo-for-saas-startups","mitchchadban.com/seo-for-saas-startups","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/seo-for-saas-startups/","https://mitchchadban.com/seo-for-saas-startups/","200","https://mitchchadban.com/seo-for-saas-startups/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/seo-for-saas-startups/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/ai-seo-vs-traditional-seo-what's-changed","mitchchadban.com/ai-seo-vs-traditional-seo-what-s-changed","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>308>200 -> https://mitchchadban.com/ai-seo-vs-traditional-seo-whats-changed/","https://mitchchadban.com/ai-seo-vs-traditional-seo-whats-changed/","200","https://mitchchadban.com/ai-seo-vs-traditional-seo-whats-changed/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/ai-seo-vs-traditional-seo-whats-changed/ (in sitemap). Redirect reaches canonical. impr=5.",""
"https://mitchchadban.com/ai-seo-vs-traditional-seo-what's-changed/","mitchchadban.com/ai-seo-vs-traditional-seo-what-s-changed","Coverage-Validation (2)","Page with redirect","2026-07-02","308","308>200 -> https://mitchchadban.com/ai-seo-vs-traditional-seo-whats-changed/","https://mitchchadban.com/ai-seo-vs-traditional-seo-whats-changed/","200","https://mitchchadban.com/ai-seo-vs-traditional-seo-whats-changed/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/ai-seo-vs-traditional-seo-whats-changed/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/growth-marketing-consultant-for-saas-startups","mitchchadban.com/growth-marketing-consultant-for-saas-startups","Coverage-Validation (2)","Page with redirect","2026-06-30","308","308>200 -> https://mitchchadban.com/growth-marketing-consultant-for-saas-startups/","https://mitchchadban.com/growth-marketing-consultant-for-saas-startups/","200","https://mitchchadban.com/growth-marketing-consultant-for-saas-startups/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/growth-marketing-consultant-for-saas-startups/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/terms-of-service","mitchchadban.com/terms-of-service","Coverage-Validation (2)","Page with redirect","2026-06-30","308","308>200 -> https://mitchchadban.com/terms-of-service/","https://mitchchadban.com/terms-of-service/","200","https://mitchchadban.com/terms-of-service/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/terms-of-service/ (in sitemap). Redirect reaches canonical. impr=3.",""
"https://mitchchadban.com/diseñador-freelance-de-marcas-y-diseño-de-logotipos/","mitchchadban.com/dise-ador-freelance-de-marcas-y-dise-o-de-logotipos","Coverage-Validation (2)","Page with redirect","2026-06-30","308","308>200 -> https://mitchchadban.com/disenador-freelance-de-marcas-y-diseno-de-logotipos/","https://mitchchadban.com/disenador-freelance-de-marcas-y-diseno-de-logotipos/","200","https://mitchchadban.com/disenador-freelance-de-marcas-y-diseno-de-logotipos/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/disenador-freelance-de-marcas-y-diseno-de-logotipos/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/positioning-vs-messaging-why-your-ads-aren’t-working/","mitchchadban.com/positioning-vs-messaging-why-your-ads-aren-t-working","Coverage-Validation (2)","Page with redirect","2026-06-30","308","308>200 -> https://mitchchadban.com/positioning-vs-messaging-why-your-ads-arent-working/","https://mitchchadban.com/positioning-vs-messaging-why-your-ads-arent-working/","200","https://mitchchadban.com/positioning-vs-messaging-why-your-ads-arent-working/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/positioning-vs-messaging-why-your-ads-arent-working/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/seo-for-professional-services-in-australia-what’s-different-about-ranking-when-you-sell-expertise/","mitchchadban.com/seo-for-professional-services-in-australia-what-s-different-about-ranking-when-you-sell-expertise","Coverage-Validation (2)","Page with redirect","2026-06-30","308","308>200 -> https://mitchchadban.com/seo-for-professional-services-in-australia-whats-different-about-ranking-when-you-sell-expertise/","https://mitchchadban.com/seo-for-professional-services-in-australia-whats-different-about-ranking-when-you-sell-expertise/","200","https://mitchchadban.com/seo-for-professional-services-in-australia-whats-different-about-ranking-when-you-sell-expertise/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/seo-for-professional-services-in-australia-whats-different-about-ranking-when-you-sell-expertise/ (in sitemap). Redirect reaches canonical. impr=0.",""
"http://mitchchadban.com/","mitchchadban.com/","Coverage-Validation (2)","Page with redirect","2026-06-29","308","308>200 -> https://mitchchadban.com/","https://mitchchadban.com/","200","https://mitchchadban.com/","yes","yes","Intentional redirect, correct","None — host/protocol canonicalisation (→ https non-www) working.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/. Secure canonical host reached.",""
"https://mitchchadban.com/best-demand-gen-content-for-2026","mitchchadban.com/best-demand-gen-content-for-2026","Coverage-Validation (2)","Page with redirect","2026-06-29","308","308>200 -> https://mitchchadban.com/best-demand-gen-content-for-2026/","https://mitchchadban.com/best-demand-gen-content-for-2026/","200","https://mitchchadban.com/best-demand-gen-content-for-2026/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/best-demand-gen-content-for-2026/ (in sitemap). Redirect reaches canonical. impr=36.",""
"https://mitchchadban.com/precios-y-paquetes","mitchchadban.com/precios-y-paquetes","Coverage-Validation (2)","Page with redirect","2026-06-29","308","308>200 -> https://mitchchadban.com/precios-y-paquetes/","https://mitchchadban.com/precios-y-paquetes/","200","https://mitchchadban.com/precios-y-paquetes/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/precios-y-paquetes/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/newy-fried-chicken","mitchchadban.com/newy-fried-chicken","Coverage-Validation (2)","Page with redirect","2026-06-29","308","308>200 -> https://mitchchadban.com/newy-fried-chicken/","https://mitchchadban.com/newy-fried-chicken/","200","https://mitchchadban.com/newy-fried-chicken/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/newy-fried-chicken/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/various-posters","mitchchadban.com/various-posters","Coverage-Validation (2)","Page with redirect","2026-06-29","308","308>200 -> https://mitchchadban.com/various-posters/","https://mitchchadban.com/various-posters/","200","https://mitchchadban.com/various-posters/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/various-posters/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/Canva-vs-Designer-When-DIY-Starts-Costing-You","mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>308>200 -> https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","200","https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/ (in sitemap). Redirect reaches canonical. impr=18.",""
"https://mitchchadban.com/Canva-vs-Designer-When-DIY-Starts-Costing-You/","mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>200 -> https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","200","https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/canva-vs-designer-when-diy-starts-costing-you/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/pinos-restaurant","mitchchadban.com/pinos-restaurant","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>200 -> https://mitchchadban.com/pinos-restaurant/","https://mitchchadban.com/pinos-restaurant/","200","https://mitchchadban.com/pinos-restaurant/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/pinos-restaurant/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/portrait-commissions-(digital- -print)","mitchchadban.com/portrait-commissions-digital-print","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>404 -> https://mitchchadban.com/portrait-commissions-(digital-%20-print)/","https://mitchchadban.com/portrait-commissions-(digital-%20-print)/","404","","no","no","Legacy URL missing a redirect","Add 301 redirect: /portrait-commissions-(digital- -print) → /portrait-commissions-digital-and-print/ (also add slash + non-slash source variants).","P2","chain=308>404 (404). Clear current equivalent exists (/portrait-commissions-digital-and-print/). impr=0, pos=. No redirect rule matches this variant.","Cargo ""+""→space artifact: the %2B/encoded variant redirects, but the space (%20) variant has no rule."
"https://mitchchadban.com/portrait-commissions-(digital- -print)/","mitchchadban.com/portrait-commissions-digital-print","Coverage-Validation (2)","Page with redirect","2026-06-28","404","404","https://mitchchadban.com/portrait-commissions-(digital-%20-print)/","404","","no","no","Intentional retired URL","None — Cargo-era utility/artifact page with no current equivalent and no meaningful search value.","Ignore/monitor","chain=404 (404). No current equivalent. impr=0. Retired artifact.",""
"https://mitchchadban.com/the-difference-between-mentions,-citations-and-rankings/","mitchchadban.com/the-difference-between-mentions-citations-and-rankings","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>200 -> https://mitchchadban.com/the-difference-between-mentions-citations-and-rankings/","https://mitchchadban.com/the-difference-between-mentions-citations-and-rankings/","200","https://mitchchadban.com/the-difference-between-mentions-citations-and-rankings/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/the-difference-between-mentions-citations-and-rankings/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/ai-citation-tracking-for-small-businesses-how-to-measure-ai-search-visibility","mitchchadban.com/ai-citation-tracking-for-small-businesses-how-to-measure-ai-search-visibility","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>200 -> https://mitchchadban.com/ai-citation-tracking-for-small-businesses-how-to-measure-ai-search-visibility/","https://mitchchadban.com/ai-citation-tracking-for-small-businesses-how-to-measure-ai-search-visibility/","200","https://mitchchadban.com/ai-citation-tracking-for-small-businesses-how-to-measure-ai-search-visibility/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/ai-citation-tracking-for-small-businesses-how-to-measure-ai-search-visibility/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/graphic-designer-for-modern-brands","mitchchadban.com/graphic-designer-for-modern-brands","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>200 -> https://mitchchadban.com/graphic-designer-for-modern-brands/","https://mitchchadban.com/graphic-designer-for-modern-brands/","200","https://mitchchadban.com/graphic-designer-for-modern-brands/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/graphic-designer-for-modern-brands/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/the-complete-ai-search-strategy-guide-(2026)/","mitchchadban.com/the-complete-ai-search-strategy-guide-2026","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>200 -> https://mitchchadban.com/the-complete-ai-search-strategy-guide-2026/","https://mitchchadban.com/the-complete-ai-search-strategy-guide-2026/","200","https://mitchchadban.com/the-complete-ai-search-strategy-guide-2026/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/the-complete-ai-search-strategy-guide-2026/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/growth-marketing-strategy-for-saas","mitchchadban.com/growth-marketing-strategy-for-saas","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>200 -> https://mitchchadban.com/growth-marketing-strategy-for-saas/","https://mitchchadban.com/growth-marketing-strategy-for-saas/","200","https://mitchchadban.com/growth-marketing-strategy-for-saas/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/growth-marketing-strategy-for-saas/ (in sitemap). Redirect reaches canonical. impr=7.",""
"https://mitchchadban.com/From-Traffic-to-Demos-A-Practical-Funnel-for-B2B-SaaS","mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>308>200 -> https://mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas/","https://mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas/","200","https://mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas/ (in sitemap). Redirect reaches canonical. impr=20.",""
"https://mitchchadban.com/From-Traffic-to-Demos-A-Practical-Funnel-for-B2B-SaaS/","mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas","Coverage-Validation (2)","Page with redirect","2026-06-28","308","308>200 -> https://mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas/","https://mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas/","200","https://mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/from-traffic-to-demos-a-practical-funnel-for-b2b-saas/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://www.mitchchadban.com/contact-form","mitchchadban.com/contact-form","Coverage-Validation (2)","Page with redirect","2026-06-09","301","301>308>200 -> https://mitchchadban.com/contact-form/","https://mitchchadban.com/contact-form/","200","https://mitchchadban.com/contact-form/","yes","yes","Intentional redirect, correct","None — host/protocol canonicalisation (→ https non-www) working.","Ignore/monitor","chain=301>308>200 → https://mitchchadban.com/contact-form/. Secure canonical host reached.",""
"https://mitchchadban.com/marketing-for-financial-advisers-how-to-attract-more-clients","mitchchadban.com/marketing-for-financial-advisers-how-to-attract-more-clients","Coverage-Validation (2)","Page with redirect","2026-07-08","308","308>200 -> https://mitchchadban.com/marketing-for-financial-advisers-how-to-attract-more-clients/","https://mitchchadban.com/marketing-for-financial-advisers-how-to-attract-more-clients/","200","https://mitchchadban.com/marketing-for-financial-advisers-how-to-attract-more-clients/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/marketing-for-financial-advisers-how-to-attract-more-clients/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/why-you’re-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/","mitchchadban.com/why-you-re-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1","Coverage-Validation (2)","Page with redirect","2026-07-06","308","308>200 -> https://mitchchadban.com/why-youre-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/","https://mitchchadban.com/why-youre-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/","200","https://mitchchadban.com/why-youre-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/why-youre-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/ (in sitemap). Redirect reaches canonical. impr=5.",""
"https://mitchchadban.com/why-you’re-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1","mitchchadban.com/why-you-re-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1","Coverage-Validation (2)","Page with redirect","2026-07-06","308","308>308>200 -> https://mitchchadban.com/why-youre-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/","https://mitchchadban.com/why-youre-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/","200","https://mitchchadban.com/why-youre-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/why-youre-stuck-on-page-2-the-5-seo-problems-keeping-good-pages-off-page-1/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/política-de-privacidad-1","mitchchadban.com/pol-tica-de-privacidad-1","Coverage-Validation (2)","Page with redirect","2026-07-05","308","308>308>200 -> https://mitchchadban.com/politica-de-privacidad/","https://mitchchadban.com/politica-de-privacidad/","200","https://mitchchadban.com/politica-de-privacidad/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>308>200 → https://mitchchadban.com/politica-de-privacidad/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/política-de-privacidad-1/","mitchchadban.com/pol-tica-de-privacidad-1","Coverage-Validation (2)","Page with redirect","2026-07-05","308","308>200 -> https://mitchchadban.com/politica-de-privacidad/","https://mitchchadban.com/politica-de-privacidad/","200","https://mitchchadban.com/politica-de-privacidad/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/politica-de-privacidad/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/the-seo-audit-checklist-australian-businesses-actually-need","mitchchadban.com/the-seo-audit-checklist-australian-businesses-actually-need","Coverage-Validation (2)","Page with redirect","2026-07-05","308","308>200 -> https://mitchchadban.com/the-seo-audit-checklist-australian-businesses-actually-need/","https://mitchchadban.com/the-seo-audit-checklist-australian-businesses-actually-need/","200","https://mitchchadban.com/the-seo-audit-checklist-australian-businesses-actually-need/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/the-seo-audit-checklist-australian-businesses-actually-need/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/tribal-habits","mitchchadban.com/tribal-habits","Coverage-Validation (2)","Page with redirect","2026-07-05","308","308>200 -> https://mitchchadban.com/tribal-habits/","https://mitchchadban.com/tribal-habits/","200","https://mitchchadban.com/tribal-habits/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/tribal-habits/ (in sitemap). Redirect reaches canonical. impr=0.",""
"https://mitchchadban.com/archive","mitchchadban.com/archive","Coverage-Validation (2)","Page with redirect","2026-07-04","308","308>200 -> https://mitchchadban.com/archive/","https://mitchchadban.com/archive/","200","https://mitchchadban.com/archive/","yes","yes","Intentional redirect, correct","None — legacy/variant URL now 301/308-redirects to the live canonical. Authority consolidates.","Ignore/monitor","chain=308>200 → https://mitchchadban.com/archive/ (in sitemap). Redirect reaches canonical. impr=8.",""
